epoch,accuracy,distill_loss,learning_rate,loss,supervised_loss,val_accuracy,val_distill_loss,val_loss,val_supervised_loss
55,0.9703304171562195,0.3130877912044525,0.00048072569188661873,0.47119301557540894,0.5563267469406128,0.9811503291130066,0.0,0.41443607211112976,0.41443607211112976
56,0.9705595970153809,0.311616450548172,0.00047001487109810114,0.4700947403907776,0.5554292798042297,0.9844252467155457,0.0,0.3957742750644684,0.3957742750644684
57,0.9707105755805969,0.3112668991088867,0.00045925466110929847,0.4694425165653229,0.554612398147583,0.9832028150558472,0.0,0.40133851766586304,0.40133851766586304
58,0.9702773094177246,0.3107430040836334,0.00044845324009656906,0.46974533796310425,0.5553621649742126,0.9833838939666748,0.0,0.40022221207618713,0.40022221207618713
59,0.9706770181655884,0.31038859486579895,0.0004376188444439322,0.4690857231616974,0.5545365214347839,0.9836706519126892,0.0,0.40467482805252075,0.40467482805252075
60,0.9708195924758911,0.3094775378704071,0.00042675965232774615,0.4681391716003418,0.5535736083984375,0.9829915165901184,0.0,0.40789341926574707,0.40789341926574707
61,0.9706602692604065,0.3084738850593567,0.00041588395833969116,0.46818968653678894,0.554189145565033,0.984923243522644,0.0,0.39557844400405884,0.39557844400405884
62,0.9712137579917908,0.30711597204208374,0.00040499999886378646,0.4668748378753662,0.5529003143310547,0.9837762713432312,0.0,0.4000833034515381,0.4000833034515381
63,0.9711494445800781,0.30728888511657715,0.00039411603938788176,0.4670664370059967,0.5530995726585388,0.9845459461212158,0.0,0.4003457725048065,0.4003457725048065
64,0.9710991382598877,0.30637413263320923,0.00038324034539982677,0.46651652455329895,0.5527454614639282,0.9847421646118164,0.0,0.39683595299720764,0.39683595299720764
65,0.9710432291030884,0.30616533756256104,0.00037238115328364074,0.46615904569625854,0.5523108243942261,0.9842441082000732,0.0,0.40020933747291565,0.40020933747291565
66,0.9714624881744385,0.3050961196422577,0.00036154675763100386,0.4656159579753876,0.5520474910736084,0.9826594591140747,0.0,0.40595003962516785,0.40595003962516785
67,0.970956563949585,0.3052663803100586,0.00035074533661827445,0.4658142924308777,0.552265465259552,0.9848628640174866,0.0,0.39812156558036804,0.39812156558036804
68,0.9715575575828552,0.3039889931678772,0.0003399851266294718,0.46424609422683716,0.5505386590957642,0.9848780035972595,0.0,0.3937295079231262,0.3937295079231262
69,0.9715463519096375,0.30418530106544495,0.0003292743058409542,0.46499472856521606,0.55158531665802,0.9841082692146301,0.0,0.4003688097000122,0.4003688097000122
70,0.9712221026420593,0.30349960923194885,0.00031862096511758864,0.46422961354255676,0.5507752299308777,0.9841988682746887,0.0,0.3998435139656067,0.3998435139656067
71,0.9718454480171204,0.30244746804237366,0.00030803322442807257,0.46365830302238464,0.5504653453826904,0.9823274612426758,0.0,0.40324974060058594,0.40324974060058594
72,0.971484899520874,0.30217307806015015,0.0002975191455334425,0.46348294615745544,0.5503401160240173,0.985632598400116,0.0,0.392825186252594,0.392825186252594
73,0.9719852209091187,0.3015768527984619,0.00028708664467558265,0.46311047673225403,0.5500895977020264,0.9847572445869446,0.0,0.3976646661758423,0.3976646661758423
74,0.9720830917358398,0.3006986975669861,0.00027674369630403817,0.4622807502746582,0.5492870807647705,0.9846214056015015,0.0,0.3945511281490326,0.3945511281490326
75,0.97187340259552,0.3003561198711395,0.0002664981584530324,0.4622935950756073,0.5494903326034546,0.9856929183006287,0.0,0.39309388399124146,0.39309388399124146
76,0.9718930125236511,0.29936012625694275,0.0002563578018452972,0.46129271388053894,0.5484867691993713,0.9843346476554871,0.0,0.4005778729915619,0.4005778729915619
77,0.9719964265823364,0.29979562759399414,0.0002463303098920733,0.46186572313308716,0.5491329431533813,0.9849685430526733,0.0,0.39448001980781555,0.39448001980781555
78,0.9721249938011169,0.2996864914894104,0.0002364233077969402,0.4617670178413391,0.5490424633026123,0.9843044877052307,0.0,0.3978289067745209,0.3978289067745209
79,0.972144603729248,0.29941001534461975,0.00022664431890007108,0.4610048532485962,0.5480158925056458,0.9853609204292297,0.0,0.39412233233451843,0.39412233233451843
80,0.9720690846443176,0.2988852858543396,0.0002170007792301476,0.46103206276893616,0.5483434796333313,0.9847421646118164,0.0,0.3966559171676636,0.3966559171676636
81,0.9724157452583313,0.2984248399734497,0.0002074999938486144,0.46071353554725647,0.5480992794036865,0.9852401614189148,0.0,0.3929658532142639,0.3929658532142639
82,0.9721193909645081,0.29822611808776855,0.00019814919505733997,0.4604582190513611,0.5478131175041199,0.9851345419883728,0.0,0.39465075731277466,0.39465075731277466
83,0.9726393222808838,0.2971660792827606,0.00018895548419095576,0.4598327577114105,0.5474225878715515,0.9846364855766296,0.0,0.3964414894580841,0.3964414894580841
84,0.9723318815231323,0.29683244228363037,0.00017992581706494093,0.4594399034976959,0.5469965934753418,0.9851043820381165,0.0,0.3949544131755829,0.3949544131755829
85,0.9729021191596985,0.29537642002105713,0.0001710670767351985,0.45804649591445923,0.5456372499465942,0.9852401614189148,0.0,0.3931524157524109,0.3931524157524109
86,0.9730586409568787,0.2949981987476349,0.00016238597163464874,0.45826295018196106,0.5461769700050354,0.9856023788452148,0.0,0.39396724104881287,0.39396724104881287
87,0.972748339176178,0.2956433892250061,0.00015388912288472056,0.45841360092163086,0.5460585355758667,0.9859192967414856,0.0,0.3917172849178314,0.3917172849178314
88,0.9732571244239807,0.29480838775634766,0.00014558294788002968,0.4578688442707062,0.5456709265708923,0.9849836230278015,0.0,0.3937282860279083,0.3937282860279083
89,0.9728797674179077,0.2955138087272644,0.00013747377670370042,0.4586978554725647,0.5465664863586426,0.9855419993400574,0.0,0.3920939564704895,0.3920939564704895
90,0.9726281762123108,0.2946118414402008,0.0001295677648158744,0.458202987909317,0.5462899804115295,0.9856627583503723,0.0,0.39206641912460327,0.39206641912460327
91,0.9731648564338684,0.2949831187725067,0.00012187090760562569,0.45803847908973694,0.5458377003669739,0.985632598400116,0.0,0.39135825634002686,0.39135825634002686
92,0.9732515215873718,0.293590247631073,0.0001143890549428761,0.4568561613559723,0.5447683334350586,0.9853458404541016,0.0,0.3908390998840332,0.3908390998840332
93,0.9728769659996033,0.29376021027565,0.00010712788935052231,0.45719021558761597,0.5451917052268982,0.9856627583503723,0.0,0.39194437861442566,0.39194437861442566
94,0.9729747772216797,0.29429471492767334,0.00010009292600443587,0.4574519693851471,0.545309841632843,0.9853910803794861,0.0,0.3913997709751129,0.3913997709751129
95,0.9726700782775879,0.29394078254699707,9.328949818154797e-05,0.4577055275440216,0.5458872318267822,0.985738217830658,0.0,0.39035579562187195,0.39035579562187195
96,0.9729663729667664,0.2929981052875519,8.672278636367992e-05,0.4567278027534485,0.5448909401893616,0.9856627583503723,0.0,0.39215168356895447,0.39215168356895447
97,0.9730167388916016,0.29276901483535767,8.039776002988219e-05,0.4564186632633209,0.5445380210876465,0.9855269193649292,0.0,0.38987427949905396,0.38987427949905396
98,0.9729049205780029,0.29243341088294983,7.4319243140053e-05,0.456434428691864,0.5447443127632141,0.9858136773109436,0.0,0.3894062638282776,0.3894062638282776
99,0.9729887843132019,0.29268380999565125,6.849183409940451e-05,0.4564394950866699,0.5446130633354187,0.9865833520889282,0.0,0.38832908868789673,0.38832908868789673
100,0.9732710719108582,0.29201364517211914,6.291996396612376e-05,0.45617541670799255,0.5445689558982849,0.9856627583503723,0.0,0.3893935978412628,0.3893935978412628
101,0.9736037254333496,0.29150277376174927,5.7607867347542197e-05,0.4552845358848572,0.5434752702713013,0.9859192967414856,0.0,0.3895478844642639,0.3895478844642639
102,0.9734387993812561,0.29103395342826843,5.255957512417808e-05,0.45554184913635254,0.5441225171089172,0.9862513542175293,0.0,0.3890953063964844,0.3890953063964844
103,0.9737854599952698,0.29066988825798035,4.777892172569409e-05,0.45514625310897827,0.5437095761299133,0.9858589768409729,0.0,0.38940954208374023,0.38940954208374023
104,0.9734387993812561,0.2912176251411438,4.326953421696089e-05,0.45565104484558105,0.5441918969154358,0.9857683777809143,0.0,0.38994792103767395,0.38994792103767395
105,0.9736037254333496,0.2906528115272522,3.9034843211993575e-05,0.45524880290031433,0.5438779592514038,0.9860853552818298,0.0,0.38869568705558777,0.38869568705558777
106,0.9739363789558411,0.29050499200820923,3.50780610460788e-05,0.4547761082649231,0.5432319045066833,0.9858740568161011,0.0,0.3895183801651001,0.3895183801651001
107,0.9735953211784363,0.28988903760910034,3.140218905173242e-05,0.45445606112480164,0.5430693030357361,0.9862211346626282,0.0,0.38840392231941223,0.38840392231941223
108,0.9729049205780029,0.29158538579940796,2.8010024834657088e-05,0.455764502286911,0.5441692471504211,0.9862664341926575,0.0,0.38870352506637573,0.38870352506637573
109,0.973905622959137,0.2896065413951874,2.4904140445869416e-05,0.4543458819389343,0.5430541634559631,0.9862362742424011,0.0,0.3885194957256317,0.3885194957256317
110,0.9735226631164551,0.2905202805995941,2.2086895114625804e-05,0.45494544506073,0.5434838533401489,0.9861758947372437,0.0,0.38852041959762573,0.38852041959762573
111,0.9735562205314636,0.2902461588382721,1.9560427972464822e-05,0.4545944333076477,0.5430890917778015,0.9861305952072144,0.0,0.3885200619697571,0.3885200619697571
112,0.9731704592704773,0.29042884707450867,1.7326659872196615e-05,0.4549959599971771,0.543609082698822,0.986100435256958,0.0,0.3884211480617523,0.3884211480617523
113,0.9734695553779602,0.2899726927280426,1.5387284292955883e-05,0.45436885952949524,0.5428899526596069,0.9859495162963867,0.0,0.3886045813560486,0.3886045813560486
114,0.9734331965446472,0.29040345549583435,1.3743776435148902e-05,0.4546607732772827,0.5431051850318909,0.9863418936729431,0.0,0.38831827044487,0.38831827044487
